Product Name,SKU,dynamic_price,Regular Price,Short Description,Description,Meta Title,Meta Description,Sale Price,Quantity,Weight,Pkg WT %,MRP %,Multiplier,Ship Mult,Discount %,Brand Name,Category,Tag,attribute_name,attribute_value,gallery,thumbnail,meta_image
Mamaearth Original Orange Body Wash For Kids with Orange and Oat Protein,NDMA15440,TRUE,299,"A refreshing kids’ body wash with Orange and Oat Protein that gently cleanses, hydrates, and nourishes delicate skin. Tear-free, pH-balanced, and dermatologically tested. Keeps skin soft, fresh, and energized with a fun fruity fragrance.","Refreshing Orange Fragrance: Infused with a vibrant orange scent that makes bath time fun and energizing for kids.

Oat Protein for Nourishment: Oat Protein soothes and moisturizes delicate skin, leaving it soft, smooth, and healthy.

Gentle Tear-Free Formula: Mild and safe for kids’ eyes, ensuring a comfortable and happy bathing experience.

Hydrates & Protects Skin: Cleans without stripping natural oils and helps maintain moisture, ideal for sensitive skin.

Perfect for Daily Use: pH-balanced, hypoallergenic, and dermatologically tested—safe for kids’ everyday bathing routine.

Toxin-Free & Kid-Safe: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances. 100% safe for children.",Mamaearth Original Orange Kids Body Wash,"Mamaearth Original Orange Body Wash for kids cleanses gently with Orange & Oat Protein. Tear-free, hydrating, pH-balanced, and perfect for kids' sensitive skin.",299,1000,300,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Body Wash, Orange Body Wash, Original Orange Kids Wash, Oat Protein Body Wash, Gentle Kids Body Wash, Tear Free Kids Wash, Natural Kids Skincare, Kids Bath Essentials, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml,"mamaearth-original-orange-body-wash-for-kids-with-orange-and-oat-protein-1.png, mamaearth-original-orange-body-wash-for-kids-with-orange-and-oat-protein-2.png, mamaearth-original-orange-body-wash-for-kids-with-orange-and-oat-protein-3.png",mamaearth-original-orange-body-wash-for-kids-with-orange-and-oat-protein-1.png,mamaearth-original-orange-body-wash-for-kids-with-orange-and-oat-protein-1.png
Mamaearth Brave Blueberry Body Wash For Kids with Blueberry and Oat Protein,NDMA15441,TRUE,299,"A gentle and fun body wash for kids enriched with Blueberry and Oat Protein to cleanse, hydrate, and nourish delicate skin. Tear-free, pH-balanced, and dermatologically tested. Leaves skin soft, refreshed, and lightly fragrant with blueberries.","Delicious Blueberry Fragrance: Fun and fruity blueberry scent makes bath time exciting while leaving the skin feeling fresh and energized.

Nourishing Oat Protein: Enriched with Oat Protein that soothes, moisturizes, and keeps kids’ skin soft and healthy.

Gentle Tear-Free Formula: Mild and safe for children’s eyes, ensuring a comfortable and enjoyable bathing experience.

Hydrates & Cleanses Softly: Removes dirt and impurities without stripping natural moisture, ideal for daily use.

Perfect for Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested, making it safe for all skin types.

Toxin-Free & Kid-Friendly: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances—100% safe for kids.",Mamaearth Brave Blueberry Kids Body Wash,"Mamaearth Brave Blueberry Body Wash for kids gently cleanses with Blueberry & Oat Protein. Tear-free, hydrating, pH-balanced, and perfect for sensitive skin.",299,1000,300,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Body Wash, Brave Blueberry Body Wash, Blueberry Kids Wash, Oat Protein Kids Wash, Tear Free Body Wash, Gentle Kids Cleanser, Natural Kids Skincare, Kids Bath Essentials, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml,"mamaearth-brave-blueberry-body-wash-for-kids-with-blueberry-and-oat-protein-1.png, mamaearth-brave-blueberry-body-wash-for-kids-with-blueberry-and-oat-protein-2.png, mamaearth-brave-blueberry-body-wash-for-kids-with-blueberry-and-oat-protein-3.png",mamaearth-brave-blueberry-body-wash-for-kids-with-blueberry-and-oat-protein-1.png,mamaearth-brave-blueberry-body-wash-for-kids-with-blueberry-and-oat-protein-1.png
Mamaearth Agent Apple Body Wash for Kids with Apple and Oat Protein,NDMA15442,TRUE,299,"A gentle and refreshing kids’ body wash with Apple and Oat Protein that cleanses, nourishes, and hydrates delicate skin. Tear-free, pH-balanced, and dermatologically tested. Leaves kids’ skin soft, fresh, and lightly fragranced with a sweet apple scent","Sweet Apple Fragrance: Fun and fruity apple scent makes bath time exciting while leaving the skin refreshed and energized.

Nourishing Oat Protein: Enriched with Oat Protein that soothes, moisturizes, and helps maintain soft and healthy skin.

Gentle Tear-Free Formula: Mild, safe, and suitable for children's sensitive eyes, ensuring a happy bath experience.

Hydrates & Cleanses Gently: Removes dirt and impurities without drying, preserving natural skin moisture.

Ideal for Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested—safe for everyday use.

Toxin-Free & Kid-Safe: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances for gentle daily care.",Mamaearth Agent Apple Kids Body Wash,"Mamaearth Agent Apple Body Wash for kids with Apple & Oat Protein cleans gently, hydrates skin, and is tear-free, pH-balanced, and perfect for sensitive skin.",299,1000,300,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Body Wash, Agent Apple Body Wash, Apple Kids Body Wash, Oat Protein Kids Wash, Gentle Kids Cleanser, Tear Free Body Wash, Natural Kids Skincare, Kids Bath Essentials, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml,"mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-1.png, mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-2.png, mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-3.png",mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-1.png,mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-1.png
Mamaearth Agent Apple Body Wash for Kids with Apple and Oat Protein,NDMA15443,TRUE,598,"A fun and refreshing body wash for kids enriched with Apple and Oat Protein to gently cleanse, hydrate, and nourish delicate skin. Tear-free, pH-balanced, and safe for daily use. Leaves skin soft, fresh, and lightly scented with a sweet apple fragrance.","Refreshing Apple Fragrance: Infused with a sweet apple scent that makes bath time fun and keeps kids feeling fresh and energized.

Nourishing Oat Protein: Oat Protein soothes, moisturizes, and protects delicate skin, keeping it soft and healthy.

Gentle Tear-Free Formula: Mild and safe for kids’ eyes, offering a happy and comfortable bathing experience.

Hydrates & Cleans Softly: Cleanses without stripping natural oils, helping maintain skin moisture and smoothness.

Perfect for Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested for safe everyday use.

Toxin-Free & Kid-Friendly: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances—100% safe for kids.",Mamaearth Agent Apple Kids Body Wash,"Mamaearth Agent Apple Body Wash for kids gently cleanses with Apple & Oat Protein. Tear-free, moisturizing, pH-balanced, and perfect for daily use on sensitive skin.",598,1000,600,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Body Wash, Agent Apple Body Wash, Apple Kids Body Wash, Oat Protein Kids Wash, Gentle Kids Cleanser, Tear Free Body Wash, Kids Bath Essentials, Natural Kids Skincare, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml (Pack of 2),"mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-1.png, mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-2.png, mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-3.png",mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-1.png,mamaearth-agent-apple-body-wash-for-kids-with-apple-and-oat-protein-1.png
Mamaearth Major Mango Body Wash For Kids with Mango and Oat Protein,NDMA15444,TRUE,299,"A fun and nourishing kids’ body wash with Mango and Oat Protein that gently cleanses, hydrates, and softens delicate skin. Tear-free, pH-balanced, and dermatologically tested. Leaves skin fresh, smooth, and lightly scented with sweet mango.","Delicious Mango Fragrance: Infused with a tropical mango scent that makes bath time enjoyable while keeping kids feeling fresh and happy.

Nourishing Oat Protein: Oat Protein soothes, moisturizes, and protects delicate skin, keeping it soft, healthy, and irritation-free.

Gentle Tear-Free Formula: Mild and safe for kids' eyes, ensuring a comfortable and cheerful bathing experience.

Soft, Hydrated Skin: Cleanses effectively without stripping natural moisture, perfect for daily use on sensitive skin.

Perfect for All Skin Types: pH-balanced, hypoallergenic, and dermatologically tested—safe even for sensitive, delicate skin.

Toxin-Free & Kid-Safe: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances. 100% safe for everyday use.",Mamaearth Major Mango Kids Body Wash,"Mamaearth Major Mango Body Wash for kids with Mango & Oat Protein gently cleanses, hydrates, and refreshes skin. Tear-free, pH-balanced, and safe for sensitive skin.",299,1000,300,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Body Wash, Major Mango Body Wash, Mango Kids Body Wash, Oat Protein Kids Wash, Gentle Kids Cleanser, Tear Free Body Wash, Kids Skincare, Natural Kids Bath, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml,"mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-1.png, mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-2.png, mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-3.png",mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-1.png,mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-1.png
Mamaearth Major Mango Body Wash For Kids with Mango and Oat Protein,NDMA15445,TRUE,598,"A gentle and fruity body wash for kids enriched with Mango and Oat Protein that cleanses, hydrates, and nourishes delicate skin. Tear-free, pH-balanced, and dermatologically tested. Leaves kids’ skin soft, smooth, and naturally fresh with a sweet mango scent.","Sweet Mango Fragrance: Infused with a fruity mango scent that makes bath time fun and leaves kids feeling fresh and energized.

Enriched with Oat Protein: Oat Protein deeply nourishes, soothes, and softens delicate skin while maintaining natural moisture.

Tear-Free & Gentle: Mild formula safe for kids’ eyes, providing a comfortable and happy bathing experience.

Hydrates & Cleanses Softly: Effectively removes dirt and impurities without drying out the skin, perfect for everyday use.

Safe for Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested—ideal for all skin types.

100% Toxin-Free: Free from sulfates, parabens, silicones, mineral oil, dyes, and artificial fragrances—completely safe for kids.",Mamaearth Major Mango Kids Body Wash,"Mamaearth Major Mango Body Wash for kids gently cleanses and hydrates with Mango & Oat Protein. Tear-free, pH-balanced, and perfect for sensitive skin.",598,1000,600,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Body Wash, Major Mango Body Wash, Mango Kids Body Wash, Oat Protein Kids Wash, Gentle Kids Cleanser, Tear Free Body Wash, Kids Bath Essentials, Natural Kids Skincare, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml (Pack of 2),"mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-1.png, mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-2.png, mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-3.png",mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-1.png,mamaearth-major-mango-body-wash-for-kids-with-mango-and-oat-protein-1.png
Mamaearth Milky Soft Face Cream With Murumuru Butter for Babies,NDMA15446,TRUE,199,"A gentle, nourishing face cream for babies enriched with Murumuru Butter to deeply moisturize and protect delicate skin. Lightweight, non-greasy, and perfect for sensitive skin. Keeps baby’s face soft, smooth, and hydrated throughout the day.","Deep Moisturization with Murumuru Butter: Rich in fatty acids, Murumuru Butter intensely moisturizes baby’s delicate facial skin, keeping it soft and supple.

Soothes Dry & Sensitive Skin: Gently nourishes and calms irritation, making it ideal for dry, rough, and sensitive baby skin.

Lightweight & Non-Greasy: Absorbs easily without leaving a sticky or oily feel, perfect for daily use on babies.

Protects & Hydrates: Helps lock in moisture and forms a protective barrier to prevent dryness throughout the day.

Safe for Newborns: Dermatologically tested, hypoallergenic, and suitable for newborns and babies with sensitive skin.

Natural & Toxin-Free: Free from parabens, silicones, mineral oil, dyes, and artificial fragrances—100% baby-safe.",Mamaearth Milky Soft Baby Face Cream,"Mamaearth Milky Soft Face Cream for babies with Murumuru Butter deeply moisturizes, soothes dryness, and keeps delicate skin soft, smooth, and hydrated all day.",199,1000,600,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Baby Face Cream, Milky Soft Face Cream, Murumuru Butter Cream, Baby Moisturizer, Baby Face Lotion, Sensitive Skin Baby Care, Natural Baby Cream, Baby Skincare, Mamaearth Products",Pack Size,60 ml,"mamaearth-milky-soft-face-cream-with-murumuru-butter-for-babies-1.png, mamaearth-milky-soft-face-cream-with-murumuru-butter-for-babies-2.png, mamaearth-milky-soft-face-cream-with-murumuru-butter-for-babies-3.png",mamaearth-milky-soft-face-cream-with-murumuru-butter-for-babies-1.png,mamaearth-milky-soft-face-cream-with-murumuru-butter-for-babies-1.png
Mamaearth Mineral Based Sunscreen,NDMA15447,TRUE,150,"A gentle mineral-based sunscreen for babies and kids formulated with natural zinc oxide to provide broad-spectrum SPF protection. Moisturizes, soothes, and shields delicate skin from UVA/UVB rays. Non-sticky, toxin-free, and safe for sensitive skin.","Mineral-Based Sun Protection: Formulated with 100% natural Zinc Oxide that provides safe and effective broad-spectrum SPF protection against UVA and UVB rays.

Ideal for Sensitive Skin: Gentle on delicate baby skin, preventing sunburn, tanning, and irritation without clogging pores.

Non-Sticky & Lightweight: Absorbs easily into the skin without leaving a greasy or heavy feel—perfect for everyday outdoor play.

Moisturizes & Nourishes: Enriched with Shea Butter and Calendula Extract to hydrate, soothe, and maintain skin softness.

Safe for Babies & Kids: Dermatologically tested, hypoallergenic, and made for children’s delicate and sensitive skin.

Toxin-Free Formula: Free from parabens, sulfates, silicones, mineral oil, artificial fragrances, and harmful chemicals—100% safe and natural.",Mamaearth Mineral Based Sunscreen,"Mamaearth Mineral Based Sunscreen with natural Zinc Oxide protects baby skin from UVA/UVB rays. Gentle, non-sticky, moisturizing, and safe for sensitive skin.",150,1000,50,25,25,2,2.5,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Sunscreen, Mineral Sunscreen, Baby Sunscreen, Kids Sunscreen, Zinc Oxide Sunscreen, Natural SPF Cream, Sun Protection for Babies, Sensitive Skin Sunscreen, Toxin Free Sunscreen, Mamaearth Products",Pack Size,50 ml,"mamaearth-mineral-based-sunscreen-1.png, mamaearth-mineral-based-sunscreen-2.png, mamaearth-mineral-based-sunscreen-3.png",mamaearth-mineral-based-sunscreen-1.png,mamaearth-mineral-based-sunscreen-1.png
Mamaearth Mineral Based Sunscreen,NDMA15448,TRUE,299,"A gentle mineral-based sunscreen with natural Zinc Oxide that provides broad-spectrum SPF protection for babies and kids. Moisturizes, soothes, and shields delicate skin from UVA/UVB rays. Non-sticky, toxin-free, and perfect for sensitive skin.","Mineral SPF Protection: Formulated with 100% natural Zinc Oxide that creates a protective barrier against harmful UVA & UVB rays—safe for babies’ delicate skin.

Gentle on Sensitive Skin: Ideal for newborns and kids, preventing sunburn, tanning, and irritation without clogging pores.

Non-Sticky & Lightweight: Absorbs quickly and does not leave a heavy or greasy feel, making it perfect for outdoor play.

Deeply Moisturizes & Soothes: Enriched with Shea Butter and Calendula Extract that hydrate, calm, and nourish sensitive skin.

Dermatologically Tested: Hypoallergenic, pH-balanced, and suitable for daily application on delicate baby skin.

Toxin-Free Formula: Free from parabens, silicones, sulfates, mineral oil, synthetic fragrance, and harmful chemicals—100% safe and natural.",Mamaearth Mineral Based Sunscreen,"Mamaearth Mineral Based Sunscreen protects baby skin with natural Zinc Oxide. Non-sticky, moisturizing, and safe for sensitive skin with broad-spectrum SPF.",299,1000,100,25,25,1.4,2,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Sunscreen, Mineral Sunscreen, Baby Sunscreen, Kids Sunscreen, Zinc Oxide Sunscreen, Natural SPF Cream, Sun Protection for Babies, Sensitive Skin Sunscreen, Toxin Free Sunscreen, Mamaearth Products",Pack Size,100 ml,"mamaearth-mineral-based-sunscreen-1.png, mamaearth-mineral-based-sunscreen-2.png, mamaearth-mineral-based-sunscreen-3.png",mamaearth-mineral-based-sunscreen-1.png,mamaearth-mineral-based-sunscreen-1.png
Mamaearth Coco Soft Face Cream With Coconut Milk & Turmeric For Babies,NDMA15449,TRUE,199,"A gentle, nourishing face cream for babies enriched with Coconut Milk and Turmeric to moisturize, soothe, and protect delicate skin. Lightweight, non-greasy, and perfect for sensitive skin. Keeps baby’s face soft, smooth, and hydrated all day.","Deep Nourishment with Coconut Milk: Rich in natural fats, Coconut Milk moisturizes and softens delicate baby skin, preventing dryness.

Turmeric for Skin Protection: Turmeric helps calm irritation, reduce redness, and protect sensitive skin from environmental damage.

Lightweight & Non-Sticky: Absorbs quickly without leaving a greasy feel, making it perfect for daily use on baby’s face.

Hydrates & Maintains Skin Barrier: Locks in moisture and keeps the skin healthy, smooth, and naturally glowing.

Ideal for Sensitive & Delicate Skin: Dermatologically tested, hypoallergenic, and safe for newborns and all skin types.

Toxin-Free & Natural: Free from parabens, silicones, mineral oil, synthetic fragrances, and harsh chemicals—100% baby-safe.",Mamaearth Coco Soft Baby Face Cream,"Mamaearth Coco Soft Face Cream with Coconut Milk & Turmeric moisturizes, soothes, and protects delicate baby skin. Lightweight, non-greasy, and safe for newborns.",199,1000,60,25,25,1.4,2.4,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Baby Face Cream, Coco Soft Face Cream, Coconut Milk Baby Cream, Turmeric Baby Cream, Baby Moisturizer, Gentle Baby Skin Care, Sensitive Skin Baby Cream, Natural Baby Cream, Mamaearth Products",Pack Size,60 g,"mamaearth-coco-soft-face-cream-with-coconut-milk-turmeric-for-babies-1.png, mamaearth-coco-soft-face-cream-with-coconut-milk-turmeric-for-babies-2.png, mamaearth-coco-soft-face-cream-with-coconut-milk-turmeric-for-babies-3.png",mamaearth-coco-soft-face-cream-with-coconut-milk-turmeric-for-babies-1.png,mamaearth-coco-soft-face-cream-with-coconut-milk-turmeric-for-babies-1.png
Mamaearth Milky Soft Diaper Rash Cream for Babies,NDMA15450,TRUE,299,"A gentle diaper rash cream for babies enriched with Milk Protein and Calendula to soothe irritation, reduce redness, and protect delicate skin. Forms a protective barrier, heals rashes quickly, and is safe for newborns. Toxin-free and dermatologically tested.","Soothes Diaper Rashes Fast: Made with calming natural ingredients that reduce redness, irritation, and discomfort caused by diaper rashes.

Enriched with Milk Protein: Milk Protein deeply nourishes and strengthens delicate baby skin while supporting natural healing.

Calendula for Skin Relief: Calendula helps soothe inflammation, repair damaged skin, and protect against further irritation.

Forms a Protective Barrier: Creates a gentle shield that safeguards skin from wetness, friction, and diaper rub.

Safe for Newborns: Dermatologically tested, hypoallergenic, and ideal for sensitive or easily irritated baby skin.

Toxin-Free Formula: Free from parabens, sulfates, silicones, mineral oil, synthetic fragrance, and harmful chemicals—100% baby-safe.",Mamaearth Milky Soft Diaper Rash Cream,"Mamaearth Milky Soft Diaper Rash Cream soothes rashes, reduces redness, and protects delicate baby skin with Milk Protein & Calendula. Safe, gentle, and toxin-free.",299,1000,50,25,25,1.4,2.5,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Diaper Rash Cream, Milky Soft Rash Cream, Baby Rash Cream, Calendula Rash Cream, Milk Protein Baby Cream, Diaper Care Cream, Baby Skincare, Sensitive Skin Rash Cream, Natural Baby Cream, Mamaearth Products",Pack Size,50 g,"mamaearth-milky-soft-diaper-rash-cream-for-babies-1.png, mamaearth-milky-soft-diaper-rash-cream-for-babies-2.png, mamaearth-milky-soft-diaper-rash-cream-for-babies-3.png",mamaearth-milky-soft-diaper-rash-cream-for-babies-1.png,mamaearth-milky-soft-diaper-rash-cream-for-babies-1.png
Mamaearth Onion Shampoo for Anti Hair Fall & Hair Growth with Onion Oil & Plant Keratin,NDMA15451,TRUE,499,"A powerful anti–hair fall shampoo enriched with Onion Oil and Plant Keratin to strengthen roots, reduce breakage, and promote healthy hair growth. Gently cleanses, adds shine, and improves texture. Safe, toxin-free, and suitable for all hair types.","Reduces Hair Fall Effectively: Enriched with Onion Oil, which is rich in sulfur to strengthen roots, reduce breakage, and support healthy hair growth.

Boosts Hair Strength & Shine: Plant Keratin helps repair damaged strands, smooth frizz, and improve overall hair texture without stripping natural oils.

Gentle & Nourishing Cleanser: Cleanses the scalp and hair thoroughly while retaining essential moisture, leaving hair soft and manageable.

Promotes Healthy Hair Growth: Supports stronger, thicker, and healthier-looking hair with regular use.

Safe for All Hair Types: Ideal for dry, oily, damaged, chemically treated, or color-treated hair.

Toxin-Free Formula: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances—100% safe and natural.",Mamaearth Onion Anti Hair Fall Shampoo,"Mamaearth Onion Shampoo reduces hair fall, strengthens roots, and boosts hair growth with Onion Oil & Plant Keratin. Gentle, nourishing, and safe for all hair types.",499,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Onion Shampoo, Anti Hair Fall Shampoo, Hair Growth Shampoo, Onion Oil Shampoo, Plant Keratin Shampoo, Natural Hair Care, Hair Strengthening Shampoo, Reduce Hair Fall, Hair Repair Shampoo, Mamaearth Products",Pack Size,400 ml,"mamaearth-onion-shampoo-for-anti-hair-fall-hair-growth-with-onion-oil-plant-keratin-1.png, mamaearth-onion-shampoo-for-anti-hair-fall-hair-growth-with-onion-oil-plant-keratin-2.png, mamaearth-onion-shampoo-for-anti-hair-fall-hair-growth-with-onion-oil-plant-keratin-3.png",mamaearth-onion-shampoo-for-anti-hair-fall-hair-growth-with-onion-oil-plant-keratin-1.png,mamaearth-onion-shampoo-for-anti-hair-fall-hair-growth-with-onion-oil-plant-keratin-1.png
Mamaearth Onion Hair Oil for Hair Fall Control with Onion & Redensyl,NDMA15452,TRUE,419,"A powerful hair fall control oil enriched with Onion and Redensyl to strengthen roots, boost hair growth, and reduce breakage. Nourishes the scalp, improves density, and adds shine. Lightweight, non-sticky, and safe for all hair types. 100% toxin-free.","Reduces Hair Fall & Boosts Growth: Enriched with Onion Oil and Redensyl, known to strengthen roots, reduce breakage, and promote faster, healthier hair growth.

Strengthens Hair from Root to Tip: Onion Oil improves scalp circulation and fortifies follicles, helping reduce thinning and shedding.

Redensyl for Thicker Hair: Redensyl supports natural hair growth cycles and helps improve hair density with consistent use.

Deeply Nourishes & Repairs: A blend of nourishing natural oils restores shine, smoothness, and moisture without making hair greasy.

Lightweight & Non-Sticky: Absorbs quickly into the scalp and hair, making oiling comfortable and easy.

Safe for All Hair Types: Suitable for men and women with dry, oily, frizzy, damaged, or chemically treated hair.

Toxin-Free Formula: Free from parabens, silicones, mineral oil, synthetic fragrance, and harmful chemicals—100% natural and safe.",Mamaearth Onion Hair Oil with Redensyl,"Mamaearth Onion Hair Oil with Onion & Redensyl reduces hair fall, strengthens roots, and boosts growth. Lightweight, nourishing, and toxin-free for all hair types.",419,1000,150,25,25,1.4,1.6,17,Mamaearth,"Beauty,Hair","Mamaearth Onion Hair Oil, Onion Hair Oil, Redensyl Hair Oil, Hair Fall Control Oil, Hair Growth Oil, Anti Hair Fall Oil, Natural Hair Oil, Scalp Nourishing Oil, Hair Strengthening Oil, Mamaearth Products",Pack Size,150 ml,"mamaearth-onion-hair-oil-for-hair-fall-control-with-onion-redensyl-1.png, mamaearth-onion-hair-oil-for-hair-fall-control-with-onion-redensyl-2.png, mamaearth-onion-hair-oil-for-hair-fall-control-with-onion-redensyl-3.png",mamaearth-onion-hair-oil-for-hair-fall-control-with-onion-redensyl-1.png,mamaearth-onion-hair-oil-for-hair-fall-control-with-onion-redensyl-1.png
Mamaearth Vitamin C Daily Glow Face Cream With Vitamin C & Turmeric For Skin Illumination,NDMA15453,TRUE,249,"A lightweight daily glow face cream with Vitamin C and Turmeric that brightens skin, reduces dullness, and boosts radiance. Hydrates, evens skin tone, and protects from damage. Non-greasy, quick-absorbing, and suitable for all skin types. Toxin-free and dermatologically tested.","Brightens & Boosts Glow: Enriched with Vitamin C, this face cream brightens skin, reduces dullness, and enhances natural radiance for a fresh, glowing look.

Turmeric for Skin Illumination: Turmeric helps soothe the skin, fights inflammation, and adds a natural golden glow while improving skin tone.

Hydrates & Nourishes: Lightweight formula deeply moisturizes without greasiness, leaving skin soft, smooth, and refreshed.

Improves Skin Texture: Helps reduce dark spots, pigmentation, and uneven skin tone with regular use.

Protects from Damage: Packed with antioxidants that shield the skin from environmental stress, pollution, and free radicals.

Suitable for All Skin Types: Dermatologically tested and safe for dry, oily, combination, and sensitive skin.

Toxin-Free Formula: Free from parabens, silicones, mineral oil, sulfates, dyes, and artificial fragrances—100% safe and natural.",Mamaearth Vitamin C Daily Glow Face Cream,"Mamaearth Vitamin C Daily Glow Face Cream brightens skin, boosts radiance, and hydrates with Vitamin C & Turmeric. Lightweight, non-greasy, and suitable for all skin types.",249,1000,80,25,25,1.4,2,17,Mamaearth,"Beauty,Hair","Mamaearth Face Cream, Vitamin C Face Cream, Daily Glow Cream, Turmeric Face Cream, Skin Brightening Cream, Radiant Skin Cream, Natural Face Moisturizer, Anti Dullness Cream, Even Tone Face Cream, Mamaearth Products",Pack Size,80 g,"mamaearth-vitamin-c-daily-glow-face-cream-with-vitamin-c-turmeric-for-skin-illumination-1.png, mamaearth-vitamin-c-daily-glow-face-cream-with-vitamin-c-turmeric-for-skin-illumination-2.png, mamaearth-vitamin-c-daily-glow-face-cream-with-vitamin-c-turmeric-for-skin-illumination-3.png",mamaearth-vitamin-c-daily-glow-face-cream-with-vitamin-c-turmeric-for-skin-illumination-1.png,mamaearth-vitamin-c-daily-glow-face-cream-with-vitamin-c-turmeric-for-skin-illumination-1.png
Mamaearth Skin Correct Face Serum With Niacinamide & Ginger Extract For Acne Marks & Scars,NDMA15454,TRUE,349,"A powerful face serum with Niacinamide and Ginger Extract that reduces acne marks, fades dark spots, controls excess oil, and improves skin texture. Lightweight, fast-absorbing, and suitable for all skin types. Dermatologically tested and toxin-free.","Reduces Acne Marks & Scars: Formulated with Niacinamide, known for its ability to fade dark spots, acne marks, and pigmentation effectively.

Improves Skin Texture: Niacinamide strengthens the skin barrier, minimizes pores, and enhances overall smoothness.

Controls Excess Oil & Breakouts: Helps balance sebum production, reducing the chances of new acne formation.

Ginger Extract for Clear Skin: Ginger Extract has antioxidant and anti-inflammatory properties that soothe the skin and lighten blemishes.

Lightweight & Fast-Absorbing: Non-sticky formula that absorbs quickly into the skin, perfect for day and night use.

Suitable for All Skin Types: Ideal for oily, acne-prone, dry, combination, and sensitive skin.

Toxin-Free & Safe: Free from silicones, parabens, mineral oil, sulfates, artificial fragrance, and harmful chemicals.",Mamaearth Skin Correct Niacinamide Serum,"Mamaearth Skin Correct Serum with Niacinamide & Ginger reduces acne marks, fades dark spots, controls oil, and improves texture. Lightweight, safe, and toxin-free.",349,1000,15,25,25,1.4,5,17,Mamaearth,"Beauty,Skin & Personal Care","Mamaearth Face Serum, Niacinamide Serum, Acne Marks Serum, Dark Spot Removal Serum, Ginger Extract Serum, Skin Correct Serum, Oil Control Serum, Pore Minimizing Serum, Natural Face Serum, Mamaearth Products",Pack Size,15 ml,"mamaearth-skin-correct-face-serum-with-niacinamide-ginger-extract-for-acne-marks-scars-1.png, mamaearth-skin-correct-face-serum-with-niacinamide-ginger-extract-for-acne-marks-scars-2.png, mamaearth-skin-correct-face-serum-with-niacinamide-ginger-extract-for-acne-marks-scars-3.png",mamaearth-skin-correct-face-serum-with-niacinamide-ginger-extract-for-acne-marks-scars-1.png,mamaearth-skin-correct-face-serum-with-niacinamide-ginger-extract-for-acne-marks-scars-1.png
